,id,qid1,qid2,question1,question2,bot?,number_likes,is_duplicate
244,244,489,490,If dark energy is created with expansion can infinite of it be created?,"If energy is not conserved in an expanding universe, is potential energy infinite (the energy that can be created is infinite)?",False,57861,1
245,245,491,492,How do you get a book published?,What are the good ways to write and publish a book?,False,25210,0
246,246,493,494,Who is disrupting Bloomberg?,Who will disrupt Bloomberg?,False,61794,1
247,247,495,496,Why can flash run so fast?,The Flash (DC character): How fast can the Flash run a mile?,False,55285,0
248,248,497,498,"What is the best way to invest $500 legally so that I can get tangible profits over a relatively short period of time, say 6 months?",How can I best invest ₹5000 over the next 6 months?,True,40103,0
249,249,499,500,How will the implementation of GST bill impact the lives of common people?,What exactly is GST bill and how exactly will it affect the common people?,True,59690,1
250,250,501,502,How can you recover your Gmail password?,"I do not remember my password to my Gmail account, how can I recover my account?",False,13515,1
251,251,503,504,How accurately can a mental illness can be diagnosed?,How can I accurately diagnose and medicate my mental illness?,False,9334,1
252,252,505,506,Is knee pain in a 20 year old girl normal?,Is it normal for a 14 year old girl to be spitting up blood?,True,59211,0
253,253,507,508,What are the qualities of a good leader?,What are some good qualities of a leader?,True,51677,1
254,254,509,510,"What is the difference between bay, gulf and straits?",What exactly is the difference between a sea and a bay?,True,41447,0
255,255,511,512,Will Modi win in 2019?,Can Narendra Modi become Prime Minister of India in 2019?,False,36748,1
256,256,513,514,How can I open DMart store in India? Is there any franchise for that?,How do I get reliance digital store franchise?,True,10817,0
257,257,515,516,What are the best YouTube channels to learn medicine?,What are some of the best YouTube channels for learning Git?,True,53362,0
258,258,517,518,Did Swami Vivekananda ever eat non-veg or egg during his journey around the world?,Why don't most of the Hindus eat non-veg?,False,3815,0
259,259,519,520,What will happen if I cancel TQWL tickets before the charting is done?,Can we cancel a 'Tatkal waiting list' ticket?,False,14120,0
260,260,521,522,"What exactly is the ""Common Core Initiative/Standards"" and what are the pros and cons?",What are the pros and cons of the Common Core Standards Initiative?,True,36701,1
261,261,523,524,How do I choose a journal to publish my paper?,Where do I publish my paper?,True,32753,1
262,262,525,526,What are your New Year's resolutions for 2017?,What is your creative New Year's resolution for 2017?,False,7434,1
263,263,527,528,What do you do if you had a bad dream?,How do you not get bad dreams?,False,46886,0
264,264,81,529,Why do Slavs squat?,Do squats work for men?,True,37618,0
265,265,530,531,How many marks should I score for AIIMS rank 151?,What minimum marks should I score to get among top 50 in AIIMS?,True,54432,0
266,266,532,533,"In an operating room, when two surgeons of equal experience disagree on a surgical procedure, how is the tie broken?",Doctors: How do surgeons hold out on surgeries more than 6 hours long? Do they rest during the operation?,False,33629,0
267,267,534,535,How many months does it take to gain knowledge in developing Android apps from scratch?,How much time does it take to learn Android app development from scratch?,False,21834,1
268,268,536,537,How do I love my body as a guy?,"How can I make my whole body more fair, if I am a wheatish Indian guy?",False,52435,0
269,269,538,539,What are the rights of a prisoner?,"If I am in prison, what rights would I have?",False,24506,1
270,270,540,541,How can I get free gems in Clash of Clans?,How can I get free gems Clash of Clans?,False,55691,1
271,271,542,543,Why aren't there more apps like Word Lens?,What does Word Lens use for OCR?,False,62104,0
272,272,544,545,My ex-girlfriend is suffering from malaria. I have a deep urge of visiting her but I have my placements on. I have no idea how to be with her. What should I do?,"Should I be worried that my girlfriend texts her ex-boyfriend till 4 a.m., and if so, why?",False,30636,0
273,273,546,547,What is the best way to get traffic on your website?,How do i get traffic for website?,True,13487,1
274,274,548,549,How do you feel when someone upvotes your answer on Quora?,How does it feel to see upvotes to your answer on Quora?,False,14459,1
275,275,550,551,What are some of the best films and TV shows that feature strong female protagonists?,What are the best female strong characters in films?,True,7190,1
276,276,552,553,How far would you go for love? Should I wait for the one I love ir move on?,"As a thirteen year old, what is the best thing I can do for my health?",False,46801,0
277,277,554,555,How do most people die?,How do people die?,False,64630,0
278,278,556,557,Why are most clothes made of polyester now instead of cotton?,How are cotton clothes made?,False,62150,0
279,279,558,559,What is in bone marrow?,What does bone marrow taste like?,True,20691,0
280,280,560,561,Were there any slave with the name Reddice?,"In Ancient Rome, slaves were branded. What happened with the brand mark if they were subsequently liberated?",False,20809,0
281,281,562,563,How long does it take for a dead body to float to the surface after drowning ?,"When a dead body is in a river, how long does it take before it floats?",True,49362,1
282,282,564,565,How do I get over a friend with whom I haven't talked in 3 years but still miss him?,How do I get over someone I loved now that we broke up last year and I still miss her?,True,38927,0
283,283,566,567,When travelling to a new region is it better to immerse yourself in 1–2 cities or to see as many cities as you can cram in?,What are the ways to explore world without spending more money?,False,60492,0
284,284,568,569,How can I make money online with free of cost?,How do I to make money online?,False,19869,1
285,285,570,571,Where can I buy best quality customized cupcakes in Gold Coast?,Where can I find delicious cupcakes at Gold Coast?,True,20933,1
286,286,572,573,How successful was odd even plan?,How successful was the Delhi's Odd-even plan?,True,65361,1
287,287,574,575,If there will be a war between India and Pakistan who will win?,Who will win if a war starts between India and Pakistan?,False,67987,1
288,288,576,577,How do you deal with a fear of dying?,How can you reduce your fear of dying?,True,48234,1
289,289,578,579,What would be the estimated cost of repairing the cracked screen of iphone 6?,What is the price I have to pay for repairing a broken iPhone 6 screen? How can it be done?,True,24153,0
290,290,580,581,What are the most interesting products and innovations that McDonald's is coming out with in 2016?,What are the most interesting products and innovations that Ball is coming out with in 2016?,True,1082,0
291,291,582,583,"Is there an end to the universe, and if not, is the universe infinite?",Is the Universe infinite or is there an end to the Universe?,True,52311,1
292,292,584,585,What is CPAGrip.com?,What is bestmytest.com?,True,23156,0
293,293,586,587,How much funds should I raise?,How much money should I raise?,False,1242,1
294,294,588,589,What Anna Hazare think about PM Modi?,What do you people think of Mr. Arvind Kejriwal and his AAP?,False,29649,0
295,295,590,591,What will be the effect of banning 500 and 1000 notes on stock markets in India?,What will be the effect of the ban of the 1000rs and 500rs notes on the stock market?,True,36931,1
296,296,592,593,How does concentric contractions differ from eccentric contractions?,How do concentric and eccentric contraction compare and contrast?,True,16878,1
297,297,594,595,Why did the puppet they used for Yoda in Episode I suck so bad?,"Why do people not question ""news"" posts and opinions posted on social media websites?",True,37520,0
298,298,596,597,On what online platforms can I post ads for beer money opportunity?,What online platforms can I post ads for beer money opportunity?,True,25031,0
